,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
259,2006,Richard Dawkins,['British Book Award for The Author of the Year (2007)'],"['Nonfiction', 'Religion', 'Science']",https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close,374,242258,3.89,8494,The God Delusion,0
260,1989,Amy Tan,"['California Book Award for Fiction (Gold) (1989)', 'Los Angeles Times Book Prize Nominee for Fiction (1989)', 'Northern California Book Awards for Fiction (1989)', 'National Book Critics Circle Award Nominee for Fiction (1989)', 'National Book Award Finalist for Fiction (1989)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/14743.The_God_Delusion,288,611283,3.94,9698,The Joy Luck Club,0
261,1979,William Styron,"['National Book Award for Fiction (Hardcover) (1980)', 'National Book Critics Circle Award Nominee for Fiction (1979)']","['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,562,83358,4.18,2612,Sophie's Choice,0
262,,Sergio Cobo,[],"['Thriller', 'Mystery', 'European Literature']",https://www.goodreads.com/book/show/228560.Sophie_s_Choice,75,9813,4.47,138,Una Historia de Ayer,0
263,1891,Thomas Hardy,[],"['Classics', 'Fiction', 'Romance']",https://www.goodreads.com/book/show/25036229-una-historia-de-ayer,518,245787,3.81,9109,Tess of the D'Urbervilles,0
264,1980,John Kennedy Toole,"['Pulitzer Prize for Fiction (1981)', 'PEN/Faulkner Award for Fiction Nominee (1981)', 'Los Angeles Times Book Prize Nominee for Fiction (1980)']","['Fiction', 'Classics', 'Humor']",https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,394,239739,3.88,15590,A Confederacy of Dunces,0
265,1979,Michael Ende,"['Buxtehuder Bulle (1979)', 'Zilveren Griffel (1983)', 'Preis der Leseratten des ZDF (1980)']","['Fantasy', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/27712.The_Neverending_Story,396,175968,4.16,7000,The Neverending Story,0
266,,Stephenie Meyer,"['Colorado Blue Spruce Young Adult Book Award (2009)', 'Teen Buckeye Book Award (2008)']","['Young Adult', 'Fantasy', 'Romance']",https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces,629,1493428,3.70,38630,Eclipse,1
267,-600,Lao Tzu,[],"['Philosophy', 'Nonfiction', 'Religion']",https://www.goodreads.com/book/show/428263.Eclipse,160,125889,4.27,5265,Tao Te Ching,0
268,1997,Jared Diamond,"['Royal Society Science Book Prize for General Prize (1998)', 'Pulitzer Prize for General Nonfiction (1998)', 'California Book Award for Nonfiction (Gold) (1997)', 'Puddly Award for History (2001)']","['History', 'Nonfiction', 'Science']",https://www.goodreads.com/book/show/67896.Tao_Te_Ching,498,324946,4.03,11562,"Guns, Germs, and Steel: The Fates of Human Societies",1
269,1980,Jean M. Auel,['National Book Award Finalist for First Novel (1981)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear,516,236460,4.06,6774,The Clan of the Cave Bear,1
270,2000,Dan Brown,"[""Humo's Gouden Bladwijzer (2005)""]","['Fiction', 'Mystery', 'Thriller']",https://www.goodreads.com/book/show/1842.Guns_Germs_and_Steel,736,2779179,3.91,29848,Angels & Demons,1
271,1936,Dale Carnegie,[],"['Nonfiction', 'Self Help', 'Business']",https://www.goodreads.com/book/show/960.Angels_Demons,288,676106,4.21,16836,How to Win Friends and Influence People,0
272,2005,Kazuo Ishiguro,"['Booker Prize Nominee (2005)', 'Locus Award Nominee for Best SF Novel (2006)', 'Arthur C. Clarke Award Nominee (2006)', 'James Tait Black Memorial Prize Nominee for Fiction (2005)', 'ALA Alex Award (2006)', 'National Book Critics Circle Award Nominee for Fiction (2005)', 'Corine Internationaler Buchpreis for Belletristik (2006)', 'International Dublin Literary Award Nominee (2007)']","['Fiction', 'Science Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/4865.How_to_Win_Friends_and_Influence_People,288,506957,3.83,33728,Never Let Me Go,0
273,,Stephenie Meyer,"[""Children's Choice Book Award for Teen Choice Book of the Year (2009)"", 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)', 'LovelyBooks Leserpreis for Romantik/Liebe/Gefühl (2009)']","['Young Adult', 'Fantasy', 'Romance']",https://www.goodreads.com/book/show/6334.Never_Let_Me_Go,756,1388479,3.70,47834,Breaking Dawn,1
274,1982,Benjamin Hoff,['Audie Award for Personal Development (2013)'],"['Philosophy', 'Nonfiction', 'Religion']",https://www.goodreads.com/book/show/1162543.Breaking_Dawn,176,105688,3.99,4633,The Tao of Pooh,1
275,1909,Gaston Leroux,[],"['Classics', 'Fiction', 'Horror']",https://www.goodreads.com/book/show/48757.The_Tao_of_Pooh,360,204960,3.96,7144,The Phantom of the Opera,0
276,1981,Shel Silverstein,"[""George C. Stone Center for Children's Books Recognition of Merit Award (1984)"", 'Magnesia Litera for Translation (Litera za překladovou knihu) (2015)', 'Garden State Book Award', 'Vlag en Wimpel Griffeljury (1985)', ""William Allen White Children's Book Award (1984)""]","['Poetry', 'Childrens', 'Classics']",https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera,176,391734,4.33,3068,A Light in the Attic,0
277,1922,James Joyce,['Национална награда „Христо Г. Данов“ for Преводна художествена литература (2004)'],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/338798.Ulysses,783,114908,3.73,7113,Ulysses,0
278,1991,Diana Gabaldon,"['RITA Award by Romance Writers of America for Best Romance of 1991 & nominee for Best First Book & nominee for Single Title Historical Romance (1992)', 'Puddly Award for Romance (2001)']","['Historical', 'Historical Fiction', 'Romance']",https://www.goodreads.com/book/show/30118.A_Light_in_the_Attic,850,867750,4.23,46906,Outlander,1
279,1667,John Milton,['Ignatz Award Nominee for Outstanding Artist (2017)'],"['Classics', 'Poetry', 'Fiction']",https://www.goodreads.com/book/show/10964.Outlander,453,144571,3.81,3988,Paradise Lost,0
280,1905,Upton Sinclair,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/15997.Paradise_Lost,335,131500,3.75,6023,The Jungle,0
281,1985,Larry McMurtry,"['Pulitzer Prize for Fiction (1986)', 'PEN/Faulkner Award for Fiction Nominee (1986)', 'National Book Critics Circle Award Nominee for Fiction (1985)', 'Spur Award for Best Western Novel (1985)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/256008.Lonesome_Dove,960,157443,4.48,8090,Lonesome Dove,1
282,1962,Aleksandr Solzhenitsyn,[],"['Fiction', 'Classics', 'Cultural']",https://www.goodreads.com/book/show/41681.The_Jungle,182,96138,3.96,4474,One Day in the Life of Ivan Denisovich,0
283,1972,James Herriot,[],"['Nonfiction', 'Classics', 'Animals']",https://www.goodreads.com/book/show/32087.All_Creatures_Great_and_Small_All_Things_Bright_and_Beautiful,820,12660,4.28,218,All Creatures Great and Small / All Things Bright and Beautiful,1
284,2001,Barbara Ehrenreich,"['Los Angeles Times Book Prize for Current Interest (2001)', 'ALA Alex Award (2002)']","['Nonfiction', 'Sociology', 'Politics']",https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,240,182725,3.63,6566,Nickel and Dimed: On (Not) Getting by in America,0
285,1954,Dr. Seuss,[],"['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/1869.Nickel_and_Dimed,64,99742,4.18,1549,Horton Hears a Who!,1
286,1970,Judy Blume,"['Young Hoosier Book Award (1976)', 'Nene Award (1975)', ""North Dakota Children's Choice Award (1979)"", 'Golden Archer Award (1974)']","['Young Adult', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/7779.Horton_Hears_a_Who_,149,196621,3.90,6811,"Are You There God? It's Me, Margaret",0
287,1988,Stephen R. Covey,[],"['Self Help', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret,372,565417,4.13,11186,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,0
288,,Arundhati Roy,"['Booker Prize (1997)', 'International Dublin Literary Award Nominee (1999)']","['Fiction', 'Cultural', 'India']",https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,340,254354,3.94,14525,The God of Small Things,0
289,2007,Patrick Rothfuss,"['Locus Award Nominee for Best First Novel and Best Fantasy Novel (2008)', 'Compton Crook Award Nominee (2008)', ""Grand Prix de l'Imaginaire Nominee for Roman étranger and Traduction (2010)"", 'ALA Alex Award (2008)', 'The Quill Award for Science Fiction/Fantasy/Horror (2007)', 'Sakura Medal for High School Book (2009)', 'Premio Ignotus Nominee for Mejor novela extranjera (Best Foreign Novel) (2010)', 'Tähtifantasia Award Nominee (2011)']","['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/9777.The_God_of_Small_Things,662,760157,4.52,43998,The Name of the Wind,1
290,,Stephenie Meyer,"['Books I Loved Best Yearly (BILBY) Awards for Older Readers (2010)', 'South Carolina Book Award for Young Adult Book Award (2009)', ""The Flume: New Hampshire Teen Reader's Choice Award (2008)"", 'Soaring Eagle Book Award (2007)', ""Pacific Northwest Library Association Young Reader's Choice Award for Senior (2009)""]","['Young Adult', 'Fantasy', 'Romance']",https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,563,1541357,3.55,48762,New Moon,1
291,1982,Isabel Allende,"['Deutscher Hörbuchpreis for Beste Fiktion (2011)', ""Prix du Grand Roman d'évasion (1984)""]","['Fiction', 'Magical Realism', 'Historical']",https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits,448,201218,4.24,9266,The House of the Spirits,1
292,-800,Homer,[],"['Classics', 'Fiction', 'Poetry']",https://www.goodreads.com/book/show/49041.New_Moon,1556,65337,4.05,830,The Iliad/The Odyssey,0
293,1883,Robert Louis Stevenson,"['Odyssey Award Nominee (2008)', 'Prêmio Jabuti Nominee for Adaptação (2017)', 'Audie Award for Classic (2008)']","['Classics', 'Fiction', 'Adventure']",https://www.goodreads.com/book/show/1375.The_Iliad_The_Odyssey,311,417987,3.83,12363,Treasure Island,0
294,1953,Isaac Asimov,['Hugo Award for Best All-Time Series (1966)'],"['Science Fiction', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/295.Treasure_Island,679,91742,4.41,1607,The Foundation Trilogy,1
295,1996,Stephen King,"['Bram Stoker Award for Best Novel (1996)', 'Audie Award for Fiction, Unabridged (1997)']","['Horror', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/11566.The_Green_Mile,592,259459,4.45,8422,The Green Mile,1
296,1623,William Shakespeare,[],"['Classics', 'Poetry', 'Fiction']",https://www.goodreads.com/book/show/46654.The_Foundation_Trilogy,1248,52163,4.50,891,The Complete Works,0
297,1599,William Shakespeare,[],"['Classics', 'Plays', 'Fiction']",https://www.goodreads.com/book/show/13006.Julius_Caesar,128,175390,3.69,4626,Julius Caesar,0
298,1996,Neil Gaiman,"['Mythopoeic Fantasy Award Nominee for Adult Literature (1998)', 'Prix Julia Verlanger (1999)']","['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/569564.The_Complete_Works,370,448376,4.16,23617,Neverwhere,1
299,1977,Stephen King,"['Locus Award Nominee for Best Fantasy Novel (1978)', 'Gandalf Award Nominee (1978)']","['Horror', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/11588.The_Shining,659,1183048,4.24,26874,The Shining,1
300,,Mary Ann Shaffer,"['Indies Choice Book Award for Best Indie Buzz Book (Fiction) (2009)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/14497.Neverwhere,277,640147,4.17,55612,The Guernsey Literary and Potato Peel Pie Society,0
301,1990,Alan Moore,"['Prometheus Hall of Fame Award (2006)', 'Harvey Awards Nominee for Best Continuing or Limited Series & Best Writer (for Alan Moore) (1989)']","['Sequential Art', 'Graphic Novels', 'Sequential Art']",https://www.goodreads.com/book/show/2728527-the-guernsey-literary-and-potato-peel-pie-society,296,275251,4.25,5785,V for Vendetta,1
302,1850,Charles Dickens,['Audie Award Nominee for Fiction of Nonfiction Licenses or Distributed for Martin Jarvis (2003)'],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/5805.V_for_Vendetta,882,205142,4.00,7031,David Copperfield,0
303,1932,Laura Ingalls Wilder,['Lewis Carroll Shelf Award (1958)'],"['Classics', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods,198,240641,4.18,6203,Little House in the Big Woods,1
304,1940,Ernest Hemingway,[],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/58696.David_Copperfield,471,256045,3.97,6811,For Whom the Bell Tolls,0
305,2006,Stieg Larsson,"['Anthony Award Nominee for Best Novel (2010)', 'Dilys Award Nominee (2010)', 'CWA International Dagger Nominee (2009)', 'Svenska Deckarakademins pris för bästa svenska kriminalroman (2006)', 'Goodreads Choice Award for Mystery/Thriller (2009)']","['Fiction', 'Mystery', 'Thriller']",https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls,503,834266,4.24,34589,The Girl Who Played with Fire,1
306,1974,Robert M. Pirsig,['National Book Award Finalist Nominee for Contemporary Affairs (1975)'],"['Philosophy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,540,209347,3.77,8964,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,1
307,1977,Colleen McCullough,[],"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,692,322639,4.23,6242,The Thorn Birds,0
308,1895,Oscar Wilde,[],"['Classics', 'Plays', 'Fiction']",https://www.goodreads.com/book/show/3412.The_Thorn_Birds,76,312824,4.18,9836,The Importance of Being Earnest,0
309,1918,William Strunk Jr.,[],"['Language', 'Writing', 'Nonfiction']",https://www.goodreads.com/book/show/33514.The_Elements_of_Style,105,78757,4.15,3981,The Elements of Style,0
310,,Laura Hillenbrand,"['Los Angeles Times Book Prize for Biography (2010)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014)"", 'Indies Choice Book Award for Nonfiction (2011)', 'Dayton Literary Peace Prize Nominee for Nonfiction (2011)', 'Lincoln Award Nominee (2015)', 'Andrew Carnegie Medal Nominee for Nonfiction (2012)', 'Goodreads Choice Award Nominee for History and Biography (2010)']","['Nonfiction', 'History', 'Biography']",https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest,492,806923,4.36,46918,"Unbroken: A World War II Story of Survival, Resilience and Redemption",0
311,1603,William Shakespeare,[],"['Classics', 'Plays', 'Fiction']",https://www.goodreads.com/book/show/12996.Othello,314,327287,3.90,6810,Othello,0
312,1949,Arthur  Miller,"['Pulitzer Prize for Drama (1949)', ""New York Drama Critics' Circle Award for Best American Play (1949)""]","['Plays', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/8664353-unbroken,117,193911,3.54,5033,Death of a Salesman,0
313,1995,Gregory Maguire,['Tähtifantasia Award Nominee (2009)'],"['Fantasy', 'Fiction', 'Adult']",https://www.goodreads.com/book/show/12898.Death_of_a_Salesman,406,581386,3.54,24744,Wicked: The Life and Times of the Wicked Witch of the West,1
314,1998,Bill Bryson,[],"['Nonfiction', 'Travel', 'Humor']",https://www.goodreads.com/book/show/37442.Wicked,397,357885,4.06,18730,A Walk in the Woods: Rediscovering America on the Appalachian Trail,1
315,2003,J.K. Rowling,"['Bram Stoker Award for Works for Young Readers (2003)', 'Anthony Award for Young Adult (2004)', ""Mythopoeic Fantasy Award for Children's Literature (2008)"", 'Audie Award for Audiobook of the Year (2004)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2004)', 'Colorado Blue Spruce Young Adult Book Award (2006)', 'Golden Archer Award for Middle/Junior High (2005)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2004)', 'Carnegie Medal Nominee (2003)']","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,870,2653803,4.50,45386,Harry Potter and the Order of the Phoenix,1
316,1987,Haruki Murakami,[],"['Fiction', 'Cultural', 'Japan']",https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods,296,379227,4.03,23438,Norwegian Wood,0
317,2010,Emma Donoghue,"['Booker Prize Nominee (2010)', 'Orange Prize Nominee for Fiction Shortlist (2011)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013)"", 'ALA Alex Award (2011)', 'Indies Choice Book Award for Fiction (2011)', 'Bord Gáis Energy Irish Book Award for Hughes & Hughes Irish Novel of the Year (2010)', 'Canadian Booksellers Association Libris Award for Fiction Book (2011)', 'Lincoln Award Nominee (2014)', 'Galaxy National Book Award for WHSmith Paperback of the Year (2011)', ""Commonwealth Writers' Prize for Best Book in Caribbean and Canada (2011)"", 'Trillium Book Award Nominee for English-language (2011)', 'UC Book of the Year (2014)', 'Eason Novel of the Year (2010)', ""Rogers Writers' Trust Fiction Prize (2010)"", 'OLA Evergreen Award (2011)', 'Goodreads Choice Award for Fiction (2010)', 'International Dublin Literary Award Nominee (2012)']","['Fiction', 'Contemporary', 'Adult']",https://www.goodreads.com/book/show/11297.Norwegian_Wood,321,741778,4.06,47658,Room,0
